,Class,
1499,[3.0],3
1500,[1.0],1
1501,[3.0],3
1502,[1.0],1
1503,[2.0],2
1504,[1.0],1
1505,[2.0],2
1506,[1.0],1
1507,[1.0],1
1508,[3.0],3
1509,[2.0],2
1510,[1.0],1
1511,[1.0],1
1512,[2.0],2
1513,[2.0],2
1514,[3.0],3
1515,[3.0],3
1516,[2.0],2
1517,[1.0],1
1518,[2.0],2
1519,[1.0],1
1520,[2.0],2
1521,[2.0],2
1522,[2.0],2
1523,[1.0],1
1524,[3.0],3
1525,[2.0],2
1526,[2.0],2
1527,[1.0],1
1528,[1.0],1
1529,[3.0],3
1530,[3.0],3
1531,[2.0],2
1532,[1.0],1
1533,[2.0],2
1534,[3.0],3
1535,[2.0],2
1536,[3.0],3
1537,[1.0],1
1538,[1.0],1
1539,[2.0],2
1540,[2.0],2
1541,[2.0],2
1542,[2.0],2
1543,[1.0],1
1544,[3.0],3
1545,[3.0],3
1546,[1.0],1
1547,[2.0],2
1548,[3.0],3
1549,[2.0],2
1550,[1.0],1
1551,[1.0],1
1552,[1.0],1
1553,[3.0],3
1554,[3.0],3
1555,[2.0],2
1556,[1.0],1
1557,[2.0],2
1558,[3.0],3
1559,[2.0],2
1560,[3.0],3
1561,[2.0],2
1562,[3.0],3
1563,[2.0],2
1564,[1.0],1
1565,[1.0],1
1566,[2.0],2
1567,[2.0],2
1568,[2.0],2
1569,[2.0],2
1570,[1.0],1
1571,[3.0],3
1572,[2.0],2
1573,[1.0],1
1574,[1.0],1
1575,[3.0],3
1576,[3.0],3
1577,[1.0],1
1578,[3.0],3
1579,[2.0],2
1580,[1.0],1
1581,[3.0],3
1582,[3.0],3
1583,[3.0],3
1584,[2.0],2
1585,[1.0],1
1586,[2.0],2
1587,[1.0],1
1588,[1.0],1
1589,[2.0],2
1590,[1.0],1
1591,[2.0],2
1592,[2.0],2
1593,[2.0],2
1594,[2.0],2
1595,[3.0],3
1596,[3.0],3
1597,[2.0],2
1598,[3.0],3
1599,[3.0],3
1600,[2.0],2
1601,[2.0],2
1602,[1.0],1
1603,[1.0],1
1604,[2.0],2
1605,[2.0],2
1606,[1.0],1
1607,[1.0],1
1608,[2.0],2
1609,[1.0],1
1610,[1.0],1
1611,[3.0],3
1612,[1.0],1
1613,[1.0],1
1614,[2.0],2
1615,[3.0],3
1616,[2.0],2
1617,[3.0],3
1618,[1.0],1
1619,[1.0],1
1620,[2.0],2
1621,[3.0],3
1622,[2.0],2
1623,[3.0],3
1624,[2.0],2
1625,[2.0],2
1626,[1.0],1
1627,[2.0],2
1628,[2.0],2
1629,[1.0],1
1630,[2.0],2
1631,[2.0],2
1632,[2.0],2
1633,[3.0],3
1634,[1.0],1
1635,[2.0],2
1636,[1.0],1
1637,[2.0],2
1638,[1.0],1
1639,[3.0],3
1640,[2.0],2
1641,[3.0],3
1642,[3.0],3
1643,[2.0],2
1644,[1.0],1
1645,[3.0],3
1646,[1.0],1
1647,[2.0],2
1648,[1.0],1
1649,[1.0],1
1650,[3.0],3
1651,[2.0],2
1652,[1.0],1
1653,[3.0],3
1654,[1.0],1
1655,[1.0],1
1656,[3.0],3
1657,[1.0],1
1658,[1.0],1
1659,[1.0],1
1660,[3.0],3
1661,[2.0],2
1662,[3.0],3
1663,[1.0],1
1664,[1.0],1
1665,[3.0],3
1666,[1.0],1
1667,[2.0],2
1668,[2.0],2
1669,[3.0],3
1670,[1.0],1
1671,[3.0],3
1672,[3.0],3
1673,[3.0],3
1674,[1.0],1
1675,[2.0],2
1676,[2.0],2
1677,[3.0],3
1678,[1.0],1
1679,[3.0],3
1680,[3.0],3
1681,[1.0],1
1682,[3.0],3
1683,[2.0],2
1684,[2.0],2
1685,[1.0],1
1686,[3.0],3
1687,[1.0],1
1688,[2.0],2
1689,[2.0],2
1690,[3.0],3
1691,[1.0],1
1692,[3.0],3
1693,[3.0],3
1694,[1.0],1
1695,[2.0],2
1696,[3.0],3
1697,[2.0],2
1698,[3.0],3
1699,[3.0],3
1700,[1.0],1
1701,[3.0],3
1702,[1.0],1
1703,[3.0],3
1704,[1.0],1
1705,[2.0],2
1706,[3.0],3
1707,[1.0],1
1708,[3.0],3
1709,[1.0],1
1710,[3.0],3
1711,[2.0],2
1712,[1.0],1
1713,[3.0],3
1714,[3.0],3
1715,[1.0],1
1716,[3.0],3
1717,[1.0],1
1718,[1.0],1
1719,[1.0],1
1720,[2.0],2
1721,[3.0],3
1722,[3.0],3
1723,[3.0],3
1724,[3.0],3
1725,[3.0],3
1726,[2.0],2
1727,[1.0],1
1728,[3.0],3
1729,[2.0],2
1730,[3.0],3
1731,[1.0],1
1732,[2.0],2
1733,[3.0],3
1734,[3.0],3
1735,[2.0],2
1736,[2.0],2
1737,[2.0],2
1738,[1.0],1
1739,[2.0],2
1740,[1.0],1
1741,[1.0],1
1742,[1.0],1
1743,[2.0],2
1744,[1.0],1
1745,[1.0],1
1746,[3.0],3
1747,[2.0],2
1748,[3.0],3
1749,[1.0],1
1750,[3.0],3
1751,[2.0],2
1752,[1.0],1
1753,[1.0],1
1754,[1.0],1
1755,[2.0],2
1756,[1.0],1
1757,[3.0],3
1758,[2.0],2
1759,[2.0],2
1760,[3.0],3
1761,[3.0],3
1762,[3.0],3
1763,[2.0],2
1764,[3.0],3
1765,[2.0],2
1766,[2.0],2
1767,[3.0],3
1768,[3.0],3
1769,[3.0],3
1770,[1.0],1
1771,[3.0],3
1772,[3.0],3
1773,[3.0],3
1774,[1.0],1
1775,[2.0],2
1776,[2.0],2
1777,[1.0],1
1778,[3.0],3
1779,[2.0],2
1780,[3.0],3
1781,[2.0],2
1782,[2.0],2
1783,[2.0],2
1784,[3.0],3
1785,[2.0],2
1786,[1.0],1
1787,[2.0],2
1788,[3.0],3
1789,[3.0],3
1790,[1.0],1
1791,[2.0],2
1792,[1.0],1
1793,[2.0],2
1794,[3.0],3
1795,[2.0],2
1796,[2.0],2
1797,[2.0],2
1798,[3.0],3
1799,[2.0],2
1800,[2.0],2
1801,[1.0],1
1802,[3.0],3
1803,[3.0],3
1804,[2.0],2
1805,[3.0],3
1806,[1.0],1
1807,[1.0],1
1808,[1.0],1
1809,[3.0],3
1810,[3.0],3
1811,[1.0],1
1812,[1.0],1
1813,[2.0],2
1814,[3.0],3
1815,[2.0],2
1816,[1.0],1
1817,[1.0],1
1818,[3.0],3
1819,[3.0],3
1820,[2.0],2
1821,[3.0],3
1822,[1.0],1
1823,[2.0],2
1824,[1.0],1
1825,[3.0],3
1826,[1.0],1
1827,[1.0],1
1828,[2.0],2
1829,[1.0],1
1830,[1.0],1
1831,[2.0],2
1832,[2.0],2
1833,[2.0],2
1834,[3.0],3
1835,[2.0],2
1836,[1.0],1
1837,[1.0],1
1838,[1.0],1
1839,[2.0],2
1840,[1.0],1
1841,[1.0],1
1842,[1.0],1
1843,[2.0],2
1844,[2.0],2
1845,[2.0],2
1846,[3.0],3
1847,[3.0],3
1848,[2.0],2
1849,[3.0],3
1850,[2.0],2
1851,[1.0],1
1852,[1.0],1
1853,[2.0],2
1854,[3.0],3
1855,[1.0],1
1856,[1.0],1
1857,[3.0],3
1858,[1.0],1
1859,[3.0],3
1860,[1.0],1
1861,[1.0],1
1862,[2.0],2
1863,[3.0],3
1864,[2.0],2
1865,[1.0],1
1866,[1.0],1
1867,[1.0],1
1868,[1.0],1
1869,[2.0],2
1870,[3.0],3
1871,[3.0],3
1872,[3.0],3
1873,[1.0],1
1874,[2.0],2
1875,[3.0],3
1876,[2.0],2
1877,[2.0],2
1878,[3.0],3
1879,[3.0],3
1880,[1.0],1
1881,[2.0],2
1882,[3.0],3
1883,[3.0],3
1884,[2.0],2
1885,[1.0],1
1886,[2.0],2
1887,[3.0],3
1888,[1.0],1
1889,[2.0],2
1890,[3.0],3
1891,[2.0],2
1892,[2.0],2
1893,[3.0],3
1894,[1.0],1
1895,[3.0],3
1896,[2.0],2
1897,[1.0],1
1898,[2.0],2
1899,[1.0],1
1900,[2.0],2
1901,[2.0],2
1902,[2.0],2
1903,[3.0],3
1904,[3.0],3
1905,[1.0],1
1906,[3.0],3
1907,[2.0],2
1908,[1.0],1
1909,[3.0],3
1910,[2.0],2
1911,[1.0],1
1912,[3.0],3
1913,[2.0],2
1914,[3.0],3
1915,[3.0],3
1916,[1.0],1
1917,[2.0],2
1918,[1.0],1
1919,[3.0],3
1920,[2.0],2
1921,[1.0],1
1922,[1.0],1
1923,[2.0],2
1924,[3.0],3
1925,[3.0],3
1926,[2.0],2
1927,[3.0],3
1928,[2.0],2
1929,[1.0],1
1930,[1.0],1
1931,[3.0],3
1932,[3.0],3
1933,[3.0],3
1934,[2.0],2
1935,[3.0],3
1936,[3.0],3
1937,[1.0],1
1938,[2.0],2
1939,[3.0],3
1940,[2.0],2
1941,[1.0],1
1942,[2.0],2
1943,[1.0],1
1944,[1.0],1
1945,[2.0],2
1946,[3.0],3
1947,[3.0],3
1948,[1.0],1
1949,[2.0],2
1950,[1.0],1
1951,[3.0],3
1952,[2.0],2
1953,[2.0],2
1954,[2.0],2
1955,[3.0],3
1956,[3.0],3
1957,[2.0],2
1958,[3.0],3
1959,[2.0],2
1960,[3.0],3
1961,[2.0],2
1962,[1.0],1
1963,[1.0],1
1964,[3.0],3
1965,[1.0],1
1966,[2.0],2
1967,[2.0],2
1968,[2.0],2
1969,[3.0],3
1970,[2.0],2
1971,[1.0],1
1972,[2.0],2
1973,[1.0],1
1974,[1.0],1
1975,[2.0],2
1976,[1.0],1
1977,[2.0],2
1978,[2.0],2
1979,[1.0],1
1980,[1.0],1
1981,[2.0],2
1982,[1.0],1
1983,[1.0],1
1984,[3.0],3
1985,[2.0],2
1986,[2.0],2
1987,[3.0],3
1988,[2.0],2
1989,[2.0],2
1990,[3.0],3
1991,[3.0],3
1992,[3.0],3
1993,[1.0],1
1994,[2.0],2
1995,[2.0],2
1996,[1.0],1
1997,[1.0],1
1998,[3.0],3
1999,[1.0],1
2000,[1.0],1
2001,[2.0],2
2002,[2.0],2
2003,[3.0],3
2004,[3.0],3
2005,[3.0],3
2006,[3.0],3
2007,[1.0],1
2008,[1.0],1
2009,[3.0],3
2010,[1.0],1
2011,[1.0],1
2012,[2.0],2
2013,[3.0],3
2014,[2.0],2
2015,[1.0],1
2016,[2.0],2
2017,[1.0],1
2018,[1.0],1
2019,[1.0],1
2020,[1.0],1
2021,[2.0],2
2022,[3.0],3
2023,[1.0],1
2024,[2.0],2
2025,[3.0],3
2026,[2.0],2
2027,[1.0],1
2028,[2.0],2
2029,[1.0],1
2030,[1.0],1
2031,[2.0],2
2032,[3.0],3
2033,[1.0],1
2034,[1.0],1
2035,[2.0],2
2036,[2.0],2
2037,[2.0],2
2038,[2.0],2
2039,[3.0],3
2040,[2.0],2
2041,[3.0],3
2042,[1.0],1
2043,[1.0],1
2044,[1.0],1
2045,[1.0],1
2046,[3.0],3
2047,[2.0],2
2048,[2.0],2
2049,[2.0],2
2050,[3.0],3
2051,[3.0],3
2052,[1.0],1
2053,[3.0],3
2054,[3.0],3
2055,[3.0],3
2056,[2.0],2
2057,[1.0],1
2058,[1.0],1
2059,[1.0],1
2060,[3.0],3
2061,[2.0],2
2062,[1.0],1
2063,[3.0],3
2064,[1.0],1
2065,[2.0],2
2066,[3.0],3
2067,[1.0],1
2068,[3.0],3
2069,[2.0],2
2070,[2.0],2
2071,[1.0],1
2072,[1.0],1
2073,[2.0],2
2074,[1.0],1
2075,[1.0],1
2076,[2.0],2
2077,[1.0],1
2078,[3.0],3
2079,[2.0],2
2080,[1.0],1
2081,[2.0],2
2082,[1.0],1
2083,[1.0],1
2084,[3.0],3
2085,[3.0],3
2086,[2.0],2
2087,[3.0],3
2088,[1.0],1
2089,[2.0],2
2090,[3.0],3
2091,[1.0],1
2092,[1.0],1
2093,[2.0],2
2094,[2.0],2
2095,[1.0],1
2096,[1.0],1
2097,[2.0],2
2098,[1.0],1
2099,[2.0],2
2100,[2.0],2
2101,[3.0],3
2102,[1.0],1
2103,[1.0],1
2104,[2.0],2
2105,[2.0],2
2106,[1.0],1
2107,[3.0],3
2108,[2.0],2
2109,[1.0],1
2110,[1.0],1
2111,[3.0],3
2112,[2.0],2
2113,[2.0],2
2114,[2.0],2
2115,[1.0],1
2116,[2.0],2
2117,[3.0],3
2118,[3.0],3
2119,[2.0],2
2120,[2.0],2
2121,[2.0],2
2122,[1.0],1
2123,[3.0],3
2124,[1.0],1
2125,[3.0],3
2126,[3.0],3
2127,[3.0],3
2128,[1.0],1
2129,[3.0],3
2130,[1.0],1
2131,[2.0],2
2132,[2.0],2
2133,[2.0],2
2134,[2.0],2
2135,[1.0],1
2136,[1.0],1
2137,[2.0],2
2138,[1.0],1
2139,[3.0],3
2140,[3.0],3
2141,[2.0],2
2142,[3.0],3
2143,[1.0],1
2144,[1.0],1
2145,[2.0],2
2146,[2.0],2
2147,[2.0],2
2148,[1.0],1
2149,[1.0],1
2150,[1.0],1
2151,[3.0],3
2152,[1.0],1
2153,[3.0],3
2154,[2.0],2
2155,[2.0],2
2156,[2.0],2
2157,[2.0],2
2158,[3.0],3
2159,[1.0],1
2160,[2.0],2
2161,[1.0],1
2162,[1.0],1
2163,[3.0],3
2164,[3.0],3
2165,[2.0],2
2166,[3.0],3
2167,[2.0],2
2168,[2.0],2
2169,[3.0],3
2170,[3.0],3
2171,[2.0],2
2172,[3.0],3
2173,[1.0],1
2174,[3.0],3
2175,[3.0],3
2176,[3.0],3
2177,[3.0],3
2178,[3.0],3
2179,[2.0],2
2180,[1.0],1
2181,[2.0],2
2182,[1.0],1
2183,[1.0],1
2184,[1.0],1
2185,[2.0],2
2186,[2.0],2
2187,[1.0],1
2188,[1.0],1
2189,[2.0],2
2190,[3.0],3
2191,[1.0],1
2192,[2.0],2
2193,[3.0],3
2194,[3.0],3
2195,[2.0],2
2196,[2.0],2
2197,[2.0],2
2198,[1.0],1
2199,[1.0],1
2200,[1.0],1
2201,[3.0],3
2202,[2.0],2
2203,[3.0],3
2204,[2.0],2
2205,[2.0],2
2206,[1.0],1
2207,[2.0],2
2208,[3.0],3
2209,[1.0],1
2210,[2.0],2
2211,[1.0],1
2212,[3.0],3
2213,[3.0],3
2214,[1.0],1
2215,[1.0],1
2216,[2.0],2
2217,[1.0],1
2218,[1.0],1
2219,[3.0],3
2220,[2.0],2
2221,[2.0],2
2222,[3.0],3
2223,[1.0],1
2224,[1.0],1
2225,[1.0],1
2226,[3.0],3
2227,[2.0],2
2228,[2.0],2
2229,[1.0],1
2230,[3.0],3
2231,[1.0],1
2232,[2.0],2
2233,[1.0],1
2234,[2.0],2
2235,[2.0],2
2236,[3.0],3
2237,[1.0],1
2238,[3.0],3
2239,[2.0],2
2240,[3.0],3
2241,[1.0],1
2242,[3.0],3
2243,[1.0],1
2244,[2.0],2
2245,[2.0],2
2246,[3.0],3
2247,[1.0],1
2248,[3.0],3
2249,[2.0],2
2250,[3.0],3
2251,[3.0],3
2252,[2.0],2
2253,[3.0],3
2254,[1.0],1
2255,[3.0],3
2256,[1.0],1
2257,[3.0],3
2258,[1.0],1
2259,[3.0],3
2260,[3.0],3
2261,[3.0],3
2262,[1.0],1
2263,[2.0],2
2264,[3.0],3
2265,[2.0],2
2266,[1.0],1
2267,[1.0],1
2268,[2.0],2
2269,[1.0],1
2270,[1.0],1
2271,[2.0],2
2272,[3.0],3
2273,[3.0],3
2274,[1.0],1
2275,[2.0],2
2276,[1.0],1
2277,[2.0],2
2278,[1.0],1
2279,[3.0],3
2280,[1.0],1
2281,[2.0],2
2282,[1.0],1
2283,[1.0],1
2284,[3.0],3
2285,[3.0],3
2286,[3.0],3
2287,[3.0],3
2288,[2.0],2
2289,[2.0],2
2290,[1.0],1
2291,[3.0],3
2292,[3.0],3
2293,[2.0],2
2294,[1.0],1
2295,[3.0],3
2296,[2.0],2
2297,[1.0],1
2298,[3.0],3
2299,[2.0],2
2300,[1.0],1
2301,[2.0],2
2302,[3.0],3
2303,[2.0],2
2304,[3.0],3
2305,[1.0],1
2306,[3.0],3
2307,[3.0],3
2308,[1.0],1
2309,[3.0],3
2310,[3.0],3
2311,[1.0],1
2312,[3.0],3
2313,[2.0],2
2314,[2.0],2
2315,[2.0],2
2316,[2.0],2
2317,[1.0],1
2318,[2.0],2
2319,[2.0],2
2320,[1.0],1
2321,[2.0],2
2322,[3.0],3
2323,[1.0],1
2324,[2.0],2
2325,[1.0],1
2326,[3.0],3
2327,[2.0],2
2328,[1.0],1
2329,[2.0],2
2330,[3.0],3
2331,[1.0],1
2332,[2.0],2
2333,[3.0],3
2334,[1.0],1
2335,[2.0],2
2336,[1.0],1
2337,[2.0],2
2338,[1.0],1
2339,[2.0],2
2340,[3.0],3
2341,[3.0],3
2342,[2.0],2
2343,[1.0],1
2344,[3.0],3
2345,[1.0],1
2346,[1.0],1
2347,[2.0],2
2348,[3.0],3
2349,[1.0],1
2350,[2.0],2
2351,[3.0],3
2352,[1.0],1
2353,[1.0],1
2354,[3.0],3
2355,[3.0],3
2356,[1.0],1
2357,[3.0],3
2358,[1.0],1
2359,[3.0],3
2360,[3.0],3
2361,[3.0],3
2362,[1.0],1
2363,[3.0],3
2364,[3.0],3
2365,[2.0],2
2366,[3.0],3
2367,[3.0],3
2368,[3.0],3
2369,[1.0],1
2370,[2.0],2
2371,[1.0],1
2372,[2.0],2
2373,[1.0],1
2374,[2.0],2
2375,[3.0],3
2376,[2.0],2
2377,[3.0],3
2378,[1.0],1
2379,[1.0],1
2380,[3.0],3
2381,[2.0],2
2382,[3.0],3
2383,[1.0],1
2384,[1.0],1
2385,[2.0],2
2386,[2.0],2
2387,[3.0],3
2388,[3.0],3
2389,[2.0],2
2390,[2.0],2
2391,[2.0],2
2392,[1.0],1
2393,[2.0],2
2394,[2.0],2
2395,[3.0],3
2396,[1.0],1
2397,[3.0],3
2398,[2.0],2
2399,[2.0],2
2400,[1.0],1
2401,[1.0],1
2402,[3.0],3
2403,[2.0],2
2404,[1.0],1
2405,[3.0],3
2406,[3.0],3
2407,[3.0],3
2408,[1.0],1
2409,[1.0],1
2410,[2.0],2
2411,[3.0],3
2412,[2.0],2
2413,[1.0],1
2414,[3.0],3
2415,[2.0],2
2416,[3.0],3
2417,[3.0],3
2418,[2.0],2
2419,[3.0],3
2420,[2.0],2
2421,[1.0],1
2422,[1.0],1
2423,[2.0],2
2424,[2.0],2
2425,[3.0],3
2426,[3.0],3
2427,[3.0],3
2428,[3.0],3
2429,[3.0],3
2430,[2.0],2
2431,[3.0],3
2432,[3.0],3
2433,[1.0],1
2434,[3.0],3
2435,[3.0],3
2436,[1.0],1
2437,[3.0],3
2438,[1.0],1
2439,[1.0],1
2440,[1.0],1
2441,[1.0],1
2442,[1.0],1
2443,[1.0],1
2444,[2.0],2
2445,[3.0],3
2446,[2.0],2
2447,[2.0],2
2448,[2.0],2
2449,[3.0],3
2450,[1.0],1
2451,[2.0],2
2452,[3.0],3
2453,[1.0],1
2454,[1.0],1
2455,[1.0],1
2456,[3.0],3
2457,[1.0],1
2458,[2.0],2
2459,[1.0],1
2460,[2.0],2
2461,[3.0],3
2462,[1.0],1
2463,[2.0],2
2464,[3.0],3
2465,[2.0],2
2466,[2.0],2
2467,[1.0],1
2468,[2.0],2
2469,[1.0],1
2470,[1.0],1
2471,[1.0],1
2472,[1.0],1
2473,[3.0],3
2474,[1.0],1
2475,[1.0],1
2476,[2.0],2
2477,[2.0],2
2478,[3.0],3
2479,[3.0],3
2480,[1.0],1
2481,[2.0],2
2482,[2.0],2
2483,[3.0],3
2484,[3.0],3
2485,[3.0],3
2486,[2.0],2
2487,[2.0],2
2488,[3.0],3
2489,[2.0],2
2490,[3.0],3
2491,[3.0],3
2492,[2.0],2
2493,[2.0],2
2494,[2.0],2
2495,[1.0],1
2496,[1.0],1
2497,[3.0],3
2498,[3.0],3
2499,[2.0],2
2500,[2.0],2
2501,[3.0],3
2502,[1.0],1
2503,[3.0],3
2504,[2.0],2
2505,[3.0],3
2506,[2.0],2
2507,[2.0],2
2508,[2.0],2
2509,[2.0],2
2510,[3.0],3
2511,[3.0],3
2512,[3.0],3
2513,[2.0],2
2514,[3.0],3
2515,[3.0],3
2516,[1.0],1
2517,[3.0],3
2518,[2.0],2
2519,[1.0],1
2520,[3.0],3
2521,[3.0],3
2522,[2.0],2
2523,[1.0],1
2524,[1.0],1
2525,[3.0],3
2526,[3.0],3
2527,[1.0],1
2528,[1.0],1
2529,[2.0],2
2530,[1.0],1
2531,[3.0],3
2532,[2.0],2
2533,[2.0],2
2534,[2.0],2
2535,[2.0],2
2536,[1.0],1
2537,[2.0],2
2538,[2.0],2
2539,[3.0],3
2540,[1.0],1
2541,[1.0],1
2542,[3.0],3
2543,[2.0],2
2544,[3.0],3
2545,[1.0],1
2546,[3.0],3
2547,[1.0],1
2548,[2.0],2
2549,[2.0],2
2550,[3.0],3
2551,[3.0],3
2552,[2.0],2
2553,[1.0],1
2554,[2.0],2
2555,[3.0],3
2556,[3.0],3
2557,[1.0],1
2558,[2.0],2
2559,[2.0],2
2560,[2.0],2
2561,[1.0],1
2562,[2.0],2
2563,[2.0],2
2564,[1.0],1
2565,[3.0],3
2566,[2.0],2
2567,[2.0],2
2568,[1.0],1
2569,[1.0],1
2570,[3.0],3
2571,[2.0],2
2572,[2.0],2
2573,[1.0],1
2574,[3.0],3
2575,[1.0],1
2576,[3.0],3
2577,[3.0],3
2578,[1.0],1
2579,[2.0],2
2580,[2.0],2
2581,[2.0],2
2582,[2.0],2
2583,[1.0],1
2584,[2.0],2
2585,[1.0],1
2586,[1.0],1
2587,[3.0],3
2588,[3.0],3
2589,[3.0],3
2590,[2.0],2
2591,[1.0],1
2592,[3.0],3
2593,[2.0],2
2594,[3.0],3
2595,[1.0],1
2596,[3.0],3
2597,[1.0],1
2598,[2.0],2
2599,[3.0],3
2600,[2.0],2
2601,[2.0],2
2602,[2.0],2
2603,[3.0],3
2604,[3.0],3
2605,[3.0],3
2606,[1.0],1
2607,[1.0],1
2608,[1.0],1
2609,[3.0],3
2610,[2.0],2
2611,[3.0],3
2612,[2.0],2
2613,[2.0],2
2614,[2.0],2
2615,[1.0],1
2616,[2.0],2
2617,[1.0],1
2618,[2.0],2
2619,[2.0],2
2620,[2.0],2
2621,[3.0],3
2622,[1.0],1
2623,[1.0],1
2624,[2.0],2
2625,[3.0],3
2626,[2.0],2
2627,[1.0],1
2628,[3.0],3
2629,[1.0],1
2630,[1.0],1
2631,[1.0],1
2632,[3.0],3
2633,[3.0],3
2634,[3.0],3
2635,[3.0],3
2636,[2.0],2
2637,[2.0],2
2638,[1.0],1
2639,[1.0],1
2640,[2.0],2
2641,[1.0],1
2642,[1.0],1
2643,[2.0],2
2644,[3.0],3
2645,[1.0],1
2646,[3.0],3
2647,[3.0],3
2648,[3.0],3
2649,[2.0],2
2650,[2.0],2
2651,[2.0],2
2652,[1.0],1
2653,[3.0],3
2654,[2.0],2
2655,[2.0],2
2656,[2.0],2
2657,[3.0],3
2658,[3.0],3
2659,[3.0],3
2660,[1.0],1
2661,[1.0],1
2662,[2.0],2
2663,[2.0],2
2664,[2.0],2
2665,[2.0],2
2666,[1.0],1
2667,[3.0],3
2668,[1.0],1
2669,[1.0],1
2670,[2.0],2
2671,[1.0],1
2672,[2.0],2
2673,[3.0],3
2674,[1.0],1
2675,[1.0],1
2676,[2.0],2
2677,[2.0],2
2678,[1.0],1
2679,[3.0],3
2680,[1.0],1
2681,[1.0],1
2682,[2.0],2
2683,[2.0],2
2684,[3.0],3
2685,[3.0],3
2686,[2.0],2
2687,[1.0],1
2688,[1.0],1
2689,[3.0],3
2690,[3.0],3
2691,[3.0],3
2692,[1.0],1
2693,[2.0],2
2694,[1.0],1
2695,[1.0],1
2696,[2.0],2
2697,[1.0],1
2698,[1.0],1
2699,[3.0],3
2700,[2.0],2
2701,[2.0],2
2702,[2.0],2
2703,[1.0],1
2704,[3.0],3
2705,[3.0],3
2706,[3.0],3
2707,[2.0],2
2708,[2.0],2
2709,[3.0],3
2710,[3.0],3
2711,[2.0],2
2712,[1.0],1
2713,[1.0],1
2714,[1.0],1
2715,[3.0],3
2716,[3.0],3
2717,[3.0],3
2718,[3.0],3
2719,[3.0],3
2720,[3.0],3
2721,[1.0],1
2722,[3.0],3
2723,[1.0],1
2724,[3.0],3
2725,[2.0],2
2726,[1.0],1
2727,[3.0],3
2728,[2.0],2
2729,[2.0],2
2730,[3.0],3
2731,[1.0],1
2732,[3.0],3
2733,[3.0],3
2734,[1.0],1
2735,[1.0],1
2736,[2.0],2
2737,[1.0],1
2738,[2.0],2
2739,[1.0],1
2740,[1.0],1
2741,[2.0],2
2742,[1.0],1
2743,[1.0],1
2744,[3.0],3
2745,[3.0],3
2746,[2.0],2
2747,[1.0],1
2748,[3.0],3
2749,[2.0],2
2750,[2.0],2
2751,[3.0],3
2752,[3.0],3
2753,[2.0],2
2754,[2.0],2
2755,[2.0],2
2756,[2.0],2
2757,[3.0],3
2758,[1.0],1
2759,[1.0],1
2760,[2.0],2
2761,[3.0],3
2762,[3.0],3
2763,[2.0],2
2764,[2.0],2
2765,[2.0],2
2766,[3.0],3
2767,[3.0],3
2768,[1.0],1
2769,[2.0],2
2770,[1.0],1
2771,[1.0],1
2772,[2.0],2
2773,[3.0],3
2774,[3.0],3
2775,[3.0],3
2776,[1.0],1
2777,[1.0],1
2778,[3.0],3
2779,[1.0],1
2780,[1.0],1
2781,[3.0],3
2782,[1.0],1
2783,[1.0],1
2784,[3.0],3
2785,[2.0],2
2786,[2.0],2
2787,[3.0],3
2788,[2.0],2
2789,[3.0],3
2790,[1.0],1
2791,[2.0],2
2792,[3.0],3
2793,[3.0],3
2794,[3.0],3
2795,[1.0],1
2796,[2.0],2
2797,[3.0],3
2798,[1.0],1
2799,[1.0],1
2800,[2.0],2
2801,[1.0],1
2802,[2.0],2
2803,[1.0],1
2804,[1.0],1
2805,[2.0],2
2806,[3.0],3
2807,[1.0],1
2808,[3.0],3
2809,[3.0],3
2810,[2.0],2
2811,[2.0],2
2812,[2.0],2
2813,[2.0],2
2814,[2.0],2
2815,[1.0],1
2816,[2.0],2
2817,[2.0],2
2818,[2.0],2
2819,[1.0],1
2820,[3.0],3
2821,[3.0],3
2822,[1.0],1
2823,[1.0],1
2824,[3.0],3
2825,[3.0],3
2826,[1.0],1
2827,[3.0],3
2828,[1.0],1
2829,[1.0],1
2830,[2.0],2
2831,[2.0],2
2832,[2.0],2
2833,[3.0],3
2834,[2.0],2
2835,[3.0],3
2836,[3.0],3
2837,[1.0],1
2838,[2.0],2
2839,[1.0],1
2840,[1.0],1
2841,[2.0],2
2842,[3.0],3
2843,[2.0],2
2844,[2.0],2
2845,[2.0],2
2846,[2.0],2
2847,[2.0],2
2848,[1.0],1
2849,[2.0],2
2850,[2.0],2
2851,[2.0],2
2852,[1.0],1
2853,[3.0],3
2854,[3.0],3
2855,[3.0],3
2856,[2.0],2
2857,[2.0],2
2858,[1.0],1
2859,[1.0],1
2860,[1.0],1
2861,[3.0],3
2862,[2.0],2
2863,[3.0],3
2864,[3.0],3
2865,[2.0],2
2866,[3.0],3
2867,[1.0],1
2868,[1.0],1
2869,[1.0],1
2870,[1.0],1
2871,[1.0],1
2872,[1.0],1
2873,[3.0],3
2874,[3.0],3
2875,[2.0],2
2876,[1.0],1
2877,[1.0],1
2878,[2.0],2
2879,[3.0],3
2880,[1.0],1
2881,[2.0],2
2882,[2.0],2
2883,[1.0],1
2884,[3.0],3
2885,[2.0],2
2886,[1.0],1
2887,[1.0],1
2888,[2.0],2
2889,[1.0],1
2890,[1.0],1
2891,[1.0],1
2892,[3.0],3
2893,[1.0],1
2894,[3.0],3
2895,[3.0],3
2896,[1.0],1
2897,[1.0],1
